"id","name","gene_type","corr","pval","padj","stat"
"ENSG00000267567.1","ENSG00000267567","lncRNA",0.191958951950867,6.35944094348437e-11,1.52857601688999e-10,6.59830125027575
"ENSG00000287018.1","ENSG00000287018","lncRNA",0.191956399641177,6.36320431643883e-11,1.52917198161393e-10,6.5982101620832
"ENSG00000287893.1","ENSG00000287893","lncRNA",0.191910440778487,6.43134396456013e-11,1.54523515468854e-10,6.59656998140881
"ENSG00000233651.2","ENSG00000233651","lncRNA",0.191896149294412,6.4526777383183e-11,1.55004824250446e-10,6.59605995586654
"ENSG00000285571.1","ENSG00000285571","lncRNA",0.191854532232026,6.51519655742778e-11,1.56475077634533e-10,6.59457477699518
"ENSG00000253754.1","ENSG00000253754","lncRNA",0.191834290837459,6.54581746745374e-11,1.57178802494706e-10,6.59385244018934
"ENSG00000254034.2","INTS9-AS1","lncRNA",0.191824451658313,6.56075277307384e-11,1.57505675322132e-10,6.59350132123143
"ENSG00000274272.1","ENSG00000274272","lncRNA",0.191769864032494,6.64422018356796e-11,1.5947735265275e-10,6.59155335573995
"ENSG00000204850.4","ENSG00000204850","lncRNA",-0.191765933478015,6.65027008101927e-11,1.5959040230695e-10,-6.59141309591814
"ENSG00000289341.1","ENSG00000289341","lncRNA",0.191750765613659,6.67366689620941e-11,1.60119606635484e-10,6.59087184154038
"ENSG00000278177.1","ENSG00000278177","lncRNA",0.191732006784879,6.70271408789075e-11,1.60784138543361e-10,6.59020245295002
"ENSG00000289108.1","ENSG00000289108","lncRNA",0.191725281749302,6.71315753937491e-11,1.61002227736519e-10,6.58996247912835
"ENSG00000287821.1","ENSG00000287821","lncRNA",0.191674902312595,6.79189994001067e-11,1.62857918835368e-10,6.58816478754463
"ENSG00000282386.1","ENSG00000282386","lncRNA",0.191648106995466,6.83414742858793e-11,1.63837954658781e-10,6.58720867112873
"ENSG00000233799.1","ENSG00000233799","lncRNA",0.191645965493852,6.83753493382394e-11,1.63886176417475e-10,6.5871322582557
"ENSG00000282418.1","ENSG00000282418","lncRNA",-0.191642093621527,6.84366376597783e-11,1.64000071333593e-10,-6.58699410269445
"ENSG00000239322.1","ATP6V1B1-AS1","lncRNA",0.191630295402099,6.86237240977205e-11,1.64415319654768e-10,6.58657312238632
"ENSG00000272255.1","ENSG00000272255","lncRNA",0.191572048105523,6.95547069502631e-11,1.66612341065493e-10,6.58449480433768
"ENSG00000213994.3","ENSG00000213994","lncRNA",0.191530998755366,7.02182085789002e-11,1.68167879383612e-10,6.58303016849654
"ENSG00000256955.2","ENSG00000256955","lncRNA",0.191523352008861,7.03424880490817e-11,1.6843165111873e-10,6.58275733747015
"ENSG00000250910.8","ENSG00000250910","lncRNA",0.191515984953547,7.04624249882758e-11,1.68684920926707e-10,6.58249448682352
"ENSG00000286912.1","ENSG00000286912","lncRNA",0.191514945424224,7.04793647776155e-11,1.68691566419092e-10,6.58245739734091
"ENSG00000277558.1","ENSG00000277558","lncRNA",0.191446015920576,7.16115350438767e-11,1.71366964511266e-10,6.57999810520563
"ENSG00000254153.2","ENSG00000254153","lncRNA",-0.191406397177853,7.22702931117707e-11,1.7290863619148e-10,-6.57858461889904
"ENSG00000233985.2","LINC01681","lncRNA",0.191393301725916,7.24893355145693e-11,1.73397868242322e-10,6.57811741701669
"ENSG00000285955.1","ENSG00000285955","lncRNA",-0.191389104614241,7.25596760346091e-11,1.73531273408071e-10,-6.57796767889548
"ENSG00000254238.1","ENSG00000254238","lncRNA",0.191379806361874,7.27157454492569e-11,1.73869610178809e-10,6.57763595142457
"ENSG00000271998.1","ENSG00000271998","lncRNA",0.191350960936792,7.32019995055028e-11,1.74997152571365e-10,6.57660686436874
"ENSG00000235292.2","ENSG00000235292","lncRNA",0.191323769805294,7.36632736182424e-11,1.76064537185083e-10,6.57563681195267
"ENSG00000273893.1","ENSG00000273893","lncRNA",0.191304933645484,7.39844759376814e-11,1.76796771351883e-10,6.57496483506924
"ENSG00000286977.1","ENSG00000286977","lncRNA",0.19122109331667,7.54308288601175e-11,1.80216884999799e-10,6.5719739366769
"ENSG00000286427.1","ENSG00000286427","lncRNA",-0.191212571915053,7.5579370651023e-11,1.80535560460025e-10,-6.57166995474077
"ENSG00000225076.1","WWC3-AS1","lncRNA",0.191210005128563,7.56241698418088e-11,1.80606349070773e-10,6.57157839067813
"ENSG00000267565.1","ENSG00000267565","lncRNA",0.191203390632473,7.57397349451263e-11,1.80846079229442e-10,6.57134243475382
"ENSG00000254266.6","PKIA-AS1","lncRNA",0.191144724382374,7.67722988799927e-11,1.83274820537325e-10,6.56924970084008
"ENSG00000265069.1","ENSG00000265069","lncRNA",0.191097844809676,7.76072798875564e-11,1.85231002697554e-10,6.56757747208853
"ENSG00000286970.1","ENSG00000286970","lncRNA",0.191073274148749,7.80484481781762e-11,1.86246647525962e-10,6.5667010372185
"ENSG00000234693.1","RIPOR3-AS1","lncRNA",0.191034880452873,7.87427180126762e-11,1.87828113665326e-10,6.56533156068217
"ENSG00000253734.2","LINC01289","lncRNA",0.191034895631257,7.87424423552061e-11,1.87828113665326e-10,6.56533210207844
"ENSG00000235837.1","ENSG00000235837","lncRNA",0.190997594855193,7.94227210187045e-11,1.89412216125905e-10,6.5640016391745
"ENSG00000238140.1","ENSG00000238140","lncRNA",0.190901039029952,8.12104408564063e-11,1.93636907026987e-10,6.56055777433204
"ENSG00000227911.3","LINC02344","lncRNA",0.190895697593563,8.1310475708028e-11,1.93799754303898e-10,6.5603672666355
"ENSG00000249125.2","ENSG00000249125","lncRNA",0.190895654550777,8.13112823053381e-11,1.93799754303898e-10,6.56036573147373
"ENSG00000228251.1","ENSG00000228251","lncRNA",0.190868068251947,8.18298443518045e-11,1.94996687921167e-10,6.55938184805615
"ENSG00000289417.1","ENSG00000289417","lncRNA",0.1908207086128,8.27276431176838e-11,1.97096665239371e-10,6.55769277311606
"ENSG00000245385.2","ENSG00000245385","lncRNA",0.190809723367813,8.29372612178506e-11,1.9755655622092e-10,6.55730099267274
"ENSG00000249807.1","ENSG00000249807","lncRNA",0.190800348420078,8.31165620897115e-11,1.97944062085276e-10,6.55696664428348
"ENSG00000254864.1","ENSG00000254864","lncRNA",0.190784300464624,8.3424366734676e-11,1.98637386607355e-10,6.55639431388822
"ENSG00000228980.4","LINC01205","lncRNA",0.190768459700351,8.37292889301138e-11,1.99323572088278e-10,6.55582937805927
"ENSG00000287447.1","ENSG00000287447","lncRNA",0.190733367974229,8.44086580124805e-11,2.0090070282347e-10,6.55457790602096
"ENSG00000251611.1","FHIP1A-DT","lncRNA",0.19067551620014,8.55404263748262e-11,2.03553741882953e-10,6.55251480203946
"ENSG00000283360.1","ENSG00000283360","lncRNA",0.190672101515686,8.5607689824243e-11,2.03673109430031e-10,6.55239303013036
"ENSG00000287914.1","ENSG00000287914","lncRNA",-0.190665116372228,8.57454461425032e-11,2.03960108559459e-10,-6.55214393196619
"ENSG00000249407.1","IL20RB-AS1","lncRNA",0.190661261265018,8.58215666568964e-11,2.04100411118937e-10,6.55200645489861
"ENSG00000259108.3","LINC01595","lncRNA",0.190651605561667,8.60125118135501e-11,2.04513678518543e-10,6.55166212401826
"ENSG00000280224.1","ENSG00000280224","lncRNA",0.190598675892872,8.70666087079145e-11,2.06937399662994e-10,6.54977464049465
"ENSG00000280924.1","LINC00628","lncRNA",0.190598789167683,8.70643394217434e-11,2.06937399662994e-10,6.54977867983578
"ENSG00000257120.1","ENSG00000257120","lncRNA",0.190596122943256,8.71177684390262e-11,2.07017681984996e-10,6.54968360325367
"ENSG00000279070.2","ENSG00000279070","lncRNA",0.190574501581303,8.75522275031274e-11,2.08008583595102e-10,6.54891259899649
"ENSG00000269161.1","ENSG00000269161","lncRNA",0.190569433488072,8.7654371306684e-11,2.082097252219e-10,6.54873187538949
"ENSG00000223872.2","ENSG00000223872","lncRNA",0.190566782652208,8.77078433512996e-11,2.08295197270983e-10,6.54863734920375
"ENSG00000259314.1","ENSG00000259314","lncRNA",0.190530511622416,8.84427015373181e-11,2.09998519798536e-10,6.54734397507807
"ENSG00000205181.8","LINC00654","lncRNA",-0.190492612927385,8.9216958805604e-11,2.11794693915636e-10,-6.54599259041461
"ENSG00000289602.1","ENSG00000289602","lncRNA",0.190446135014711,9.01755257378631e-11,2.14027602937017e-10,6.54433533105423
"ENSG00000249007.1","ENSG00000249007","lncRNA",-0.190422644360656,9.0663818610985e-11,2.15143669985422e-10,-6.54349774398046
"ENSG00000277559.1","ENSG00000277559","lncRNA",-0.190402686843048,9.10806969844301e-11,2.16089860773817e-10,-6.54278614423205
"ENSG00000275038.2","ENSG00000275038","lncRNA",0.190369710068849,9.17736301418332e-11,2.17690486952646e-10,6.54161035190241
"ENSG00000287657.1","ENSG00000287657","lncRNA",0.190356882773915,9.20445553099013e-11,2.18289656260638e-10,6.54115299879054
"ENSG00000273138.1","ENSG00000273138","lncRNA",0.190338159737892,9.24414067039623e-11,2.19187169787814e-10,6.54048544114947
"ENSG00000237529.2","ENSG00000237529","lncRNA",-0.1903287550375,9.26413775567622e-11,2.19617596875207e-10,-6.54015012548341
"ENSG00000286201.1","ENSG00000286201","lncRNA",-0.190306029863905,9.31263248013523e-11,2.20723289230668e-10,-6.53933988869972
"ENSG00000259052.1","ENSG00000259052","lncRNA",-0.190280813037328,9.36673444073156e-11,2.21961415020121e-10,-6.53844082800584
"ENSG00000256458.1","ENSG00000256458","lncRNA",0.190261841122107,9.4076403062754e-11,2.22886405505749e-10,6.53776442727005
"ENSG00000250129.5","ENSG00000250129","lncRNA",0.190259891204588,9.41185444841471e-11,2.22941898330587e-10,6.53769490780097
"ENSG00000250777.2","ENSG00000250777","lncRNA",0.190251479179603,9.43005556918992e-11,2.23328617675585e-10,6.5373949988506
"ENSG00000276292.1","ENSG00000276292","lncRNA",0.190191559327001,9.56070229104356e-11,2.26377662597075e-10,6.53525875501148
"ENSG00000275278.1","ENSG00000275278","lncRNA",0.19018875790607,9.56685344092867e-11,2.26478283604573e-10,6.53515888148324
"ENSG00000267175.5","ENSG00000267175","lncRNA",0.190153379496945,9.64486800947507e-11,2.28279765486582e-10,6.5338976191803
"ENSG00000280890.1","ELDR","lncRNA",0.190145663127191,9.66196606578575e-11,2.2863901419334e-10,6.53362252930472
"ENSG00000288967.1","ENSG00000288967","lncRNA",0.190142019703584,9.67004950471135e-11,2.28784842274756e-10,6.5334926410789
"ENSG00000287613.1","ENSG00000287613","lncRNA",0.190107711923629,9.74649059933854e-11,2.3054757306479e-10,6.53226958081699
"ENSG00000251218.1","ENSG00000251218","lncRNA",0.190087635955158,9.79149512024839e-11,2.31566137573785e-10,6.53155389113339
"ENSG00000273828.2","ENSG00000273828","lncRNA",0.190040385939666,9.89821821126726e-11,2.34043634894169e-10,6.52986950538491
"ENSG00000246695.9","RASSF8-AS1","lncRNA",-0.189994544530018,1.00028447468123e-10,2.36470585419878e-10,-6.52823537912008
"ENSG00000188511.13","MIR3667HG","lncRNA",0.189976580822987,1.00441381601287e-10,2.37399653675596e-10,6.52759503206496
"ENSG00000231128.6","ENSG00000231128","lncRNA",0.189929429947971,1.01533178518019e-10,2.39932570664604e-10,6.52591429084988
"ENSG00000241599.1","ENSG00000241599","lncRNA",0.189908267330765,1.02026966382577e-10,2.41051610715432e-10,6.52515994292388
"ENSG00000128254.16","YWHAH-AS1","lncRNA",0.189874100311191,1.02829138740912e-10,2.42898659739044e-10,6.52394206903394
"ENSG00000272076.1","ENSG00000272076","lncRNA",0.189867644390188,1.02981400816706e-10,2.43210089971638e-10,6.5237119522913
"ENSG00000260740.2","ENSG00000260740","lncRNA",0.189855259041099,1.03274124149502e-10,2.43845007821859e-10,6.52327048773151
"ENSG00000276462.2","ENSG00000276462","lncRNA",0.18985453805951,1.03291189291459e-10,2.43845007821859e-10,6.52324478909474
"ENSG00000266718.2","ENSG00000266718","lncRNA",0.18982926680609,1.03891085130467e-10,2.45212608779996e-10,6.52234402854101
"ENSG00000242590.1","ENSG00000242590","lncRNA",0.189784019019934,1.04973697992466e-10,2.47718791973503e-10,6.52073126437448
"ENSG00000228028.2","ENSG00000228028","lncRNA",0.189771877744907,1.05266063205886e-10,2.48359511248435e-10,6.52029852096115
"ENSG00000229267.3","SNHG31","lncRNA",0.189736181040862,1.06130261743303e-10,2.50348864599473e-10,6.51902622498593
"ENSG00000243849.2","CFAP44-AS1","lncRNA",0.189729474843434,1.06293386351796e-10,2.50684006227701e-10,6.51878720680747
"ENSG00000225174.2","OSTM1-AS1","lncRNA",0.189724333619122,1.06418609574763e-10,2.50929645621744e-10,6.51860396708254
"ENSG00000278890.1","ENSG00000278890","lncRNA",0.189722318212242,1.06467737507266e-10,2.50995794479719e-10,6.51853213558877
"ENSG00000284705.1","ENSG00000284705","lncRNA",0.189703814312157,1.06919828102392e-10,2.52011706451512e-10,6.51787263861792
"ENSG00000261604.1","ENSG00000261604","lncRNA",0.189681958673813,1.07456223414669e-10,2.53225884619847e-10,6.51709369171993
"ENSG00000224995.1","LINC01526","lncRNA",0.189680074958597,1.07502577559567e-10,2.53285004695241e-10,6.51702655555033
"ENSG00000257663.1","ENSG00000257663","lncRNA",-0.189674378929948,1.07642863261744e-10,2.53565368166015e-10,-6.5168235478521
"ENSG00000272485.1","ENSG00000272485","lncRNA",0.189618848499907,1.09019902693124e-10,2.5675836287821e-10,6.51484446702264
"ENSG00000174407.14","MIR1-1HG","lncRNA",-0.189597783370126,1.09546760862819e-10,2.57948185424313e-10,-6.51409373175347
"ENSG00000179136.7","LINC00670","lncRNA",-0.189556692429104,1.10581645887924e-10,2.60333544677836e-10,-6.51262932809785
"ENSG00000239572.3","ENSG00000239572","lncRNA",0.189541450136651,1.10967948305403e-10,2.61191356584456e-10,6.51208613056167
"ENSG00000167046.4","ENSG00000167046","lncRNA",0.18952816385403,1.11305751820242e-10,2.61934697525999e-10,6.51161264435299
"ENSG00000228037.1","ENSG00000228037","lncRNA",0.189524059558348,1.1141030627432e-10,2.62128950558505e-10,6.51146637940507
"ENSG00000278743.1","ENSG00000278743","lncRNA",0.189515696353385,1.11623650687507e-10,2.62579040033223e-10,6.5111683406339
"ENSG00000272109.2","ENSG00000272109","lncRNA",0.189476650998402,1.12624982438189e-10,2.64882215805456e-10,6.50977690433584
"ENSG00000267247.1","ENSG00000267247","lncRNA",0.189438891714076,1.13601670346112e-10,2.67126533824717e-10,6.50843132944644
"ENSG00000259518.2","LINC01583","lncRNA",0.189342238087087,1.1613955351938e-10,2.73040284724796e-10,6.50498715553852
"ENSG00000254433.1","ENSG00000254433","lncRNA",0.189337857259628,1.16255884807758e-10,2.73259835812196e-10,6.5048310529383
